Week,1918_flu_pandemic,Avian_influenza,Centers_for_Disease_Control_and_Prevention,Common_cold,Epidemic,European_Centre_for_Disease_Prevention_and_Control,Fever,Flu_season,Human_influenza,Influenza,Influenza-like_illness,Influenza_A_virus,Influenza_A_virus_subtype_H1N1,Influenza_A_virus_subtype_H2N2,Influenza_A_virus_subtype_H3N1,Influenza_A_virus_subtype_H3N2,Influenza_A_virus_subtype_H5N1,Influenza_A_virus_subtype_H5N2,Influenza_pandemic,Influenza_research,Influenza_treatment,Influenza_vaccine,Influenza_virus,Influenzavirus_B,Influenzavirus_C,Main_Page,Oseltamivir,Pandemic,Swine_influenza,Tamiflu,Vaccine
2007-36,,0.0,,,0.0,,0.0,,,0.0,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,
2007-37,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,
2007-38,,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,
2007-39,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,
2007-40,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,
2007-41,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,
2007-42,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,
2007-43,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-44,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-45,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-46,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-47,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-49,,177.0,186.0,511.0,301.0,5.0,494.0,18.0,0.0,904.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,8.0,22.0,62.0,51.0,,,1096085.0,63.0,523.0,2.0,24.0,259.0
2007-50,,4698.0,3935.0,15498.0,7290.0,144.0,13605.0,497.0,9.0,25016.0,,211.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,325.0,666.0,1927.0,788.0,,,29423163.0,1261.0,12227.0,25.0,580.0,8245.0
2007-51,,3292.0,2968.0,15507.0,4683.0,140.0,12166.0,390.0,10.0,20100.0,,147.0,10.0,33.0,0.0,46.0,151.0,2.0,1150.0,236.0,661.0,1239.0,462.0,,,25512580.0,1129.0,9035.0,18.0,414.0,5147.0
2007-52,,2278.0,2329.0,13965.0,2675.0,142.0,11901.0,341.0,9.0,13200.0,,134.0,20.0,126.0,0.0,178.0,180.0,13.0,828.0,156.0,690.0,932.0,314.0,,,20730900.0,837.0,6105.0,19.0,395.0,3224.0
2007-53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
