month,total.desktop-site,timeRange.start,timeRange.end,total.mobile-site
2010-10-01T00:00:00.000Z,624269426,2010-10-01T00:00:00.000Z,2010-11-01T00:00:00.000Z,
2010-11-01T00:00:00.000Z,404659152,2010-11-01T00:00:00.000Z,2010-12-01T00:00:00.000Z,
2010-12-01T00:00:00.000Z,416457939,2010-12-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,
2011-01-01T00:00:00.000Z,481548589,2011-01-01T00:00:00.000Z,2011-02-01T00:00:00.000Z,
2011-02-01T00:00:00.000Z,437033878,2011-02-01T00:00:00.000Z,2011-03-01T00:00:00.000Z,
2011-03-01T00:00:00.000Z,457476957,2011-03-01T00:00:00.000Z,2011-04-01T00:00:00.000Z,
2011-04-01T00:00:00.000Z,415804073,2011-04-01T00:00:00.000Z,2011-05-01T00:00:00.000Z,
2011-05-01T00:00:00.000Z,448313708,2011-05-01T00:00:00.000Z,2011-06-01T00:00:00.000Z,
2011-06-01T00:00:00.000Z,442077927,2011-06-01T00:00:00.000Z,2011-07-01T00:00:00.000Z,
2011-07-01T00:00:00.000Z,433784524,2011-07-01T00:00:00.000Z,2011-08-01T00:00:00.000Z,
2011-08-01T00:00:00.000Z,403291084,2011-08-01T00:00:00.000Z,2011-09-01T00:00:00.000Z,
2011-09-01T00:00:00.000Z,373893274,2011-09-01T00:00:00.000Z,2011-10-01T00:00:00.000Z,
2011-10-01T00:00:00.000Z,450737679,2011-10-01T00:00:00.000Z,2011-11-01T00:00:00.000Z,
2011-11-01T00:00:00.000Z,462898518,2011-11-01T00:00:00.000Z,2011-12-01T00:00:00.000Z,
2011-12-01T00:00:00.000Z,396589454,2011-12-01T00:00:00.000Z,2012-01-01T00:00:00.000Z,
2012-01-01T00:00:00.000Z,516140037,2012-01-01T00:00:00.000Z,2012-02-01T00:00:00.000Z,
2012-02-01T00:00:00.000Z,478745883,2012-02-01T00:00:00.000Z,2012-03-01T00:00:00.000Z,
2012-03-01T00:00:00.000Z,456623547,2012-03-01T00:00:00.000Z,2012-04-01T00:00:00.000Z,
2012-04-01T00:00:00.000Z,446674019,2012-04-01T00:00:00.000Z,2012-05-01T00:00:00.000Z,
2012-05-01T00:00:00.000Z,500410224,2012-05-01T00:00:00.000Z,2012-06-01T00:00:00.000Z,
2012-06-01T00:00:00.000Z,487812246,2012-06-01T00:00:00.000Z,2012-07-01T00:00:00.000Z,
2012-07-01T00:00:00.000Z,492019017,2012-07-01T00:00:00.000Z,2012-08-01T00:00:00.000Z,
2012-08-01T00:00:00.000Z,474227035,2012-08-01T00:00:00.000Z,2012-09-01T00:00:00.000Z,
2012-09-01T00:00:00.000Z,517796003,2012-09-01T00:00:00.000Z,2012-10-01T00:00:00.000Z,
2012-10-01T00:00:00.000Z,529808030,2012-10-01T00:00:00.000Z,2012-11-01T00:00:00.000Z,
2012-11-01T00:00:00.000Z,522946620,2012-11-01T00:00:00.000Z,2012-12-01T00:00:00.000Z,
2012-12-01T00:00:00.000Z,506135552,2012-12-01T00:00:00.000Z,2013-01-01T00:00:00.000Z,
2013-01-01T00:00:00.000Z,611925425,2013-01-01T00:00:00.000Z,2013-02-01T00:00:00.000Z,
2013-02-01T00:00:00.000Z,528147063,2013-02-01T00:00:00.000Z,2013-03-01T00:00:00.000Z,
2013-03-01T00:00:00.000Z,549969423,2013-03-01T00:00:00.000Z,2013-04-01T00:00:00.000Z,
2013-04-01T00:00:00.000Z,500906536,2013-04-01T00:00:00.000Z,2013-05-01T00:00:00.000Z,
2013-05-01T00:00:00.000Z,523267230,2013-05-01T00:00:00.000Z,2013-06-01T00:00:00.000Z,
2013-06-01T00:00:00.000Z,497196085,2013-06-01T00:00:00.000Z,2013-07-01T00:00:00.000Z,
2013-07-01T00:00:00.000Z,502576198,2013-07-01T00:00:00.000Z,2013-08-01T00:00:00.000Z,
2013-08-01T00:00:00.000Z,533393790,2013-08-01T00:00:00.000Z,2013-09-01T00:00:00.000Z,
2013-09-01T00:00:00.000Z,641205094,2013-09-01T00:00:00.000Z,2013-10-01T00:00:00.000Z,
2013-10-01T00:00:00.000Z,681508267,2013-10-01T00:00:00.000Z,2013-11-01T00:00:00.000Z,
2013-11-01T00:00:00.000Z,651216435,2013-11-01T00:00:00.000Z,2013-12-01T00:00:00.000Z,
2013-12-01T00:00:00.000Z,419851928,2013-12-01T00:00:00.000Z,2014-01-01T00:00:00.000Z,
2014-01-01T00:00:00.000Z,453848439,2014-01-01T00:00:00.000Z,2014-02-01T00:00:00.000Z,
2014-02-01T00:00:00.000Z,442924938,2014-02-01T00:00:00.000Z,2014-03-01T00:00:00.000Z,
2014-03-01T00:00:00.000Z,442569593,2014-03-01T00:00:00.000Z,2014-04-01T00:00:00.000Z,
2014-04-01T00:00:00.000Z,421451790,2014-04-01T00:00:00.000Z,2014-05-01T00:00:00.000Z,
2014-05-01T00:00:00.000Z,423845419,2014-05-01T00:00:00.000Z,2014-06-01T00:00:00.000Z,
2014-06-01T00:00:00.000Z,404081088,2014-06-01T00:00:00.000Z,2014-07-01T00:00:00.000Z,
2014-07-01T00:00:00.000Z,405879393,2014-07-01T00:00:00.000Z,2014-08-01T00:00:00.000Z,
2014-08-01T00:00:00.000Z,399160497,2014-08-01T00:00:00.000Z,2014-09-01T00:00:00.000Z,
2014-09-01T00:00:00.000Z,447793592,2014-09-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,
2014-10-01T00:00:00.000Z,398348990,2014-10-01T00:00:00.000Z,2014-11-01T00:00:00.000Z,236924846
2014-11-01T00:00:00.000Z,357277724,2014-11-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,238515067
2014-12-01T00:00:00.000Z,339859073,2014-12-01T00:00:00.000Z,2015-01-01T00:00:00.000Z,244117976
2015-01-01T00:00:00.000Z,375354193,2015-01-01T00:00:00.000Z,2015-02-01T00:00:00.000Z,301845237
2015-02-01T00:00:00.000Z,316334472,2015-02-01T00:00:00.000Z,2015-03-01T00:00:00.000Z,269213924
2015-03-01T00:00:00.000Z,343746957,2015-03-01T00:00:00.000Z,2015-04-01T00:00:00.000Z,282359368
2015-04-01T00:00:00.000Z,333275460,2015-04-01T00:00:00.000Z,2015-05-01T00:00:00.000Z,269592157
2015-05-01T00:00:00.000Z,344066257,2015-05-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,281542214
2015-06-01T00:00:00.000Z,296854532,2015-06-01T00:00:00.000Z,2015-07-01T00:00:00.000Z,265432054
2015-07-01T00:00:00.000Z,275537908,2015-07-01T00:00:00.000Z,2015-08-01T00:00:00.000Z,254322536
2015-08-01T00:00:00.000Z,247634891,2015-08-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,278795378
2015-09-01T00:00:00.000Z,283245417,2015-09-01T00:00:00.000Z,2015-10-01T00:00:00.000Z,272520747
2015-10-01T00:00:00.000Z,287093866,2015-10-01T00:00:00.000Z,2015-11-01T00:00:00.000Z,273378562
2015-11-01T00:00:00.000Z,290055326,2015-11-01T00:00:00.000Z,2015-12-01T00:00:00.000Z,277667221
2015-12-01T00:00:00.000Z,286809403,2015-12-01T00:00:00.000Z,2016-01-01T00:00:00.000Z,285999050
2016-01-01T00:00:00.000Z,328421846,2016-01-01T00:00:00.000Z,2016-02-01T00:00:00.000Z,347636250
2016-02-01T00:00:00.000Z,312872168,2016-02-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,316724140
2016-03-01T00:00:00.000Z,320014424,2016-03-01T00:00:00.000Z,2016-04-01T00:00:00.000Z,315291714
2016-04-01T00:00:00.000Z,304876613,2016-04-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,295208659
2016-05-01T00:00:00.000Z,327593738,2016-05-01T00:00:00.000Z,2016-06-01T00:00:00.000Z,306697451
2016-06-01T00:00:00.000Z,308066616,2016-06-01T00:00:00.000Z,2016-07-01T00:00:00.000Z,294241050
2016-07-01T00:00:00.000Z,283145297,2016-07-01T00:00:00.000Z,2016-08-01T00:00:00.000Z,281117909
2016-08-01T00:00:00.000Z,38340608,2016-08-01T00:00:00.000Z,2016-09-01T00:00:00.000Z,37845483
