month,total.desktop-site,timeRange.start,timeRange.end,total.mobile-site
2012-06-01T00:00:00.000Z,1004848001,2012-06-01T00:00:00.000Z,2012-07-01T00:00:00.000Z,
2012-07-01T00:00:00.000Z,1011811814,2012-07-01T00:00:00.000Z,2012-08-01T00:00:00.000Z,
2012-08-01T00:00:00.000Z,957277295,2012-08-01T00:00:00.000Z,2012-09-01T00:00:00.000Z,
2012-09-01T00:00:00.000Z,962492935,2012-09-01T00:00:00.000Z,2012-10-01T00:00:00.000Z,
2012-10-01T00:00:00.000Z,1060645143,2012-10-01T00:00:00.000Z,2012-11-01T00:00:00.000Z,
2012-11-01T00:00:00.000Z,1134705757,2012-11-01T00:00:00.000Z,2012-12-01T00:00:00.000Z,
2012-12-01T00:00:00.000Z,1057051641,2012-12-01T00:00:00.000Z,2013-01-01T00:00:00.000Z,
2013-01-01T00:00:00.000Z,1220628575,2013-01-01T00:00:00.000Z,2013-02-01T00:00:00.000Z,
2013-02-01T00:00:00.000Z,1023280228,2013-02-01T00:00:00.000Z,2013-03-01T00:00:00.000Z,
2013-03-01T00:00:00.000Z,1021650672,2013-03-01T00:00:00.000Z,2013-04-01T00:00:00.000Z,
2013-04-01T00:00:00.000Z,928205605,2013-04-01T00:00:00.000Z,2013-05-01T00:00:00.000Z,
2013-05-01T00:00:00.000Z,943055053,2013-05-01T00:00:00.000Z,2013-06-01T00:00:00.000Z,
2013-06-01T00:00:00.000Z,944364286,2013-06-01T00:00:00.000Z,2013-07-01T00:00:00.000Z,
2013-07-01T00:00:00.000Z,970770754,2013-07-01T00:00:00.000Z,2013-08-01T00:00:00.000Z,
2013-08-01T00:00:00.000Z,1128949669,2013-08-01T00:00:00.000Z,2013-09-01T00:00:00.000Z,
2013-09-01T00:00:00.000Z,1148553873,2013-09-01T00:00:00.000Z,2013-10-01T00:00:00.000Z,
2013-10-01T00:00:00.000Z,1189152295,2013-10-01T00:00:00.000Z,2013-11-01T00:00:00.000Z,
2013-11-01T00:00:00.000Z,1198112011,2013-11-01T00:00:00.000Z,2013-12-01T00:00:00.000Z,
2013-12-01T00:00:00.000Z,841118438,2013-12-01T00:00:00.000Z,2014-01-01T00:00:00.000Z,
2014-01-01T00:00:00.000Z,974435535,2014-01-01T00:00:00.000Z,2014-02-01T00:00:00.000Z,
2014-02-01T00:00:00.000Z,947693748,2014-02-01T00:00:00.000Z,2014-03-01T00:00:00.000Z,
2014-03-01T00:00:00.000Z,982222158,2014-03-01T00:00:00.000Z,2014-04-01T00:00:00.000Z,
2014-04-01T00:00:00.000Z,895164141,2014-04-01T00:00:00.000Z,2014-05-01T00:00:00.000Z,
2014-05-01T00:00:00.000Z,904509427,2014-05-01T00:00:00.000Z,2014-06-01T00:00:00.000Z,
2014-06-01T00:00:00.000Z,841901684,2014-06-01T00:00:00.000Z,2014-07-01T00:00:00.000Z,
2014-07-01T00:00:00.000Z,879262963,2014-07-01T00:00:00.000Z,2014-08-01T00:00:00.000Z,
2014-08-01T00:00:00.000Z,859268987,2014-08-01T00:00:00.000Z,2014-09-01T00:00:00.000Z,
2014-09-01T00:00:00.000Z,881982739,2014-09-01T00:00:00.000Z,2014-10-01T00:00:00.000Z,
2014-10-01T00:00:00.000Z,848030024,2014-10-01T00:00:00.000Z,2014-11-01T00:00:00.000Z,344883349
2014-11-01T00:00:00.000Z,804898233,2014-11-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,353389367
2014-12-01T00:00:00.000Z,788673535,2014-12-01T00:00:00.000Z,2015-01-01T00:00:00.000Z,402028431
2015-01-01T00:00:00.000Z,886129940,2015-01-01T00:00:00.000Z,2015-02-01T00:00:00.000Z,432068795
2015-02-01T00:00:00.000Z,762718055,2015-02-01T00:00:00.000Z,2015-03-01T00:00:00.000Z,367256224
2015-03-01T00:00:00.000Z,850583285,2015-03-01T00:00:00.000Z,2015-04-01T00:00:00.000Z,393215871
2015-04-01T00:00:00.000Z,791575519,2015-04-01T00:00:00.000Z,2015-05-01T00:00:00.000Z,387534625
2015-05-01T00:00:00.000Z,767545864,2015-05-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,407241925
2015-06-01T00:00:00.000Z,724286442,2015-06-01T00:00:00.000Z,2015-07-01T00:00:00.000Z,377435822
2015-07-01T00:00:00.000Z,683638190,2015-07-01T00:00:00.000Z,2015-08-01T00:00:00.000Z,358603363
2015-08-01T00:00:00.000Z,653685687,2015-08-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,375028917
2015-09-01T00:00:00.000Z,681258530,2015-09-01T00:00:00.000Z,2015-10-01T00:00:00.000Z,372983116
2015-10-01T00:00:00.000Z,716888880,2015-10-01T00:00:00.000Z,2015-11-01T00:00:00.000Z,393332970
2015-11-01T00:00:00.000Z,739649354,2015-11-01T00:00:00.000Z,2015-12-01T00:00:00.000Z,414658675
2015-12-01T00:00:00.000Z,678535575,2015-12-01T00:00:00.000Z,2016-01-01T00:00:00.000Z,444183878
2016-01-01T00:00:00.000Z,787957647,2016-01-01T00:00:00.000Z,2016-02-01T00:00:00.000Z,494697322
2016-02-01T00:00:00.000Z,724540330,2016-02-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,421916957
2016-03-01T00:00:00.000Z,719295474,2016-03-01T00:00:00.000Z,2016-04-01T00:00:00.000Z,444011240
2016-04-01T00:00:00.000Z,703630566,2016-04-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,412858412
2016-05-01T00:00:00.000Z,678546194,2016-05-01T00:00:00.000Z,2016-06-01T00:00:00.000Z,421325446
2016-06-01T00:00:00.000Z,690217919,2016-06-01T00:00:00.000Z,2016-07-01T00:00:00.000Z,414288872
2016-07-01T00:00:00.000Z,655650198,2016-07-01T00:00:00.000Z,2016-08-01T00:00:00.000Z,403453460
2016-08-01T00:00:00.000Z,98123551,2016-08-01T00:00:00.000Z,2016-09-01T00:00:00.000Z,53605696
